air_inflow,air_end_temp,motor_current,motor_rpm,motor_temp,motor_vibe,type
0.34,32.11,5.37,1209.0,50.43,1.97,10
0.52,40.59,8.39,1887.0,57.97,2.35,10
0.95,59.74,15.2,3419.0,74.99,3.2,10
0.56,42.01,8.89,2001.0,59.23,2.41,10
0.48,38.81,7.76,1745.0,56.39,2.27,10
0.69,47.85,10.97,2468.0,64.42,2.67,10
0.67,47.06,10.69,2405.0,63.72,2.64,10
0.82,53.86,13.11,2949.0,69.77,2.94,10
0.5,39.31,7.93,1785.0,56.83,2.29,10
0.6,43.79,9.52,2143.0,60.81,2.49,10
0.39,34.59,6.25,1407.0,52.63,2.08,10
0.76,51.01,12.09,2721.0,67.23,2.81,10
0.54,41.28,8.63,1942.0,58.58,2.38,10
0.8,52.94,12.78,2875.0,68.94,2.9,10
0.73,49.8,11.66,2624.0,66.16,2.76,10
0.85,55.45,13.67,3076.0,71.18,3.01,10
0.81,53.23,12.88,2898.0,69.2,2.91,10
0.34,32.21,5.41,1217.0,50.52,1.98,10
0.62,45.03,9.96,2242.0,61.91,2.55,10
0.9,57.29,14.32,3223.0,72.81,3.09,10
0.34,32.18,5.4,1214.0,50.49,1.97,10
0.83,54.26,13.25,2981.0,70.12,2.96,10
0.82,53.93,13.13,2954.0,69.82,2.94,10
0.47,38.16,7.52,1693.0,55.81,2.24,10
0.56,42.31,9.0,2025.0,59.5,2.43,10
0.75,50.81,12.02,2705.0,67.06,2.8,10
0.85,55.23,13.59,3058.0,70.98,3.0,10
0.48,38.43,7.62,1714.0,56.04,2.25,10
0.64,45.66,10.19,2293.0,62.48,2.57,10
0.76,51.25,12.18,2740.0,67.44,2.82,10
0.64,45.73,10.21,2298.0,62.53,2.58,10
0.76,51.16,12.15,2733.0,67.37,2.82,10
0.51,40.1,8.21,1848.0,57.53,2.33,10
0.83,54.39,13.29,2991.0,70.23,2.96,10
0.77,51.64,12.32,2771.0,67.79,2.84,10
0.72,49.43,11.53,2594.0,65.82,2.74,10
0.86,55.9,13.83,3112.0,71.58,3.03,10
0.55,41.93,8.86,1994.0,59.16,2.41,10
0.77,51.44,12.24,2755.0,67.61,2.83,10
0.82,54.03,13.16,2962.0,69.91,2.95,10
0.76,51.35,12.21,2748.0,67.53,2.83,10
0.77,51.69,12.33,2775.0,67.83,2.84,10
0.38,34.3,6.15,1384.0,52.38,2.07,10
0.72,49.19,11.44,2575.0,65.61,2.73,10
0.72,49.29,11.48,2583.0,65.7,2.74,10
0.51,40.13,8.22,1850.0,57.56,2.33,10
0.74,50.11,11.77,2649.0,66.43,2.77,10
0.73,50.06,11.76,2645.0,66.39,2.77,10
0.73,49.75,11.64,2620.0,66.11,2.76,10
0.36,33.21,5.76,1297.0,51.41,2.02,10
0.9,57.56,14.42,3245.0,73.06,3.1,10
0.58,42.98,9.24,2078.0,60.09,2.45,10
0.42,35.9,6.72,1512.0,53.8,2.14,10
0.39,34.54,6.24,1403.0,52.59,2.08,10
0.58,43.2,9.32,2096.0,60.29,2.46,10
0.75,50.53,11.92,2682.0,66.8,2.79,10
0.4,35.04,6.41,1443.0,53.03,2.1,10
0.81,53.5,12.98,2920.0,69.44,2.92,10
0.7,48.41,11.17,2513.0,64.92,2.7,10
0.39,34.71,6.3,1417.0,52.74,2.09,10
0.66,46.9,10.63,2392.0,63.58,2.63,10
0.35,32.74,5.6,1259.0,50.99,2.0,10
0.6,44.11,9.64,2169.0,61.1,2.51,10
0.36,33.0,5.69,1280.0,51.22,2.01,10
0.64,45.63,10.18,2290.0,62.44,2.57,10
0.47,38.25,7.56,1700.0,55.89,2.24,10
0.95,59.74,15.2,3419.0,74.99,3.2,10
0.64,45.95,10.29,2316.0,62.73,2.59,10
0.95,59.96,15.28,3437.0,75.19,3.21,10
0.5,39.41,7.97,1793.0,56.92,2.3,10
0.92,58.48,14.75,3318.0,73.87,3.14,10
0.47,37.94,7.44,1675.0,55.61,2.23,10
0.41,35.33,6.52,1466.0,53.29,2.11,10
0.57,42.5,9.07,2040.0,59.67,2.43,10
0.54,41.19,8.6,1935.0,58.5,2.38,10
0.63,45.23,10.04,2258.0,62.09,2.55,10
0.79,52.39,12.58,2831.0,68.46,2.87,10
0.73,49.86,11.68,2629.0,66.21,2.76,10
0.72,49.58,11.58,2606.0,65.96,2.75,10
0.56,42.23,8.97,2018.0,59.42,2.42,10
0.68,47.48,10.84,2438.0,64.09,2.65,10
0.43,36.14,6.8,1531.0,54.01,2.15,10
0.67,47.26,10.76,2421.0,63.9,2.65,10
0.67,47.2,10.74,2416.0,63.84,2.64,10
0.96,60.41,15.44,3473.0,75.59,3.23,10
0.58,43.26,9.34,2101.0,60.34,2.47,10
0.81,53.46,12.96,2917.0,69.41,2.92,10
0.94,59.2,15.0,3376.0,74.51,3.18,10
0.33,32.03,5.34,1202.0,50.36,1.97,10
0.68,47.6,10.88,2448.0,64.2,2.66,10
0.97,60.66,15.52,3493.0,75.81,3.24,10
0.93,58.76,14.85,3341.0,74.12,3.16,10
0.35,32.65,5.56,1252.0,50.91,2.0,10
0.39,34.35,6.17,1388.0,52.42,2.07,10
0.82,54.03,13.16,2962.0,69.91,2.95,10
0.4,35.1,6.44,1448.0,53.09,2.1,10
0.86,55.91,13.84,3113.0,71.59,3.03,10
0.6,43.78,9.52,2142.0,60.8,2.49,10
0.6,43.91,9.57,2153.0,60.92,2.5,10
0.5,39.45,7.98,1796.0,56.96,2.3,10
0.75,50.63,11.96,2690.0,66.89,2.79,10
0.5,39.69,8.07,1815.0,57.17,2.31,10
0.34,32.14,5.38,1211.0,50.46,1.97,10
0.42,35.93,6.73,1514.0,53.82,2.14,10
0.81,53.54,12.99,2923.0,69.48,2.92,10
0.97,60.79,15.57,3503.0,75.92,3.25,10
0.36,33.16,5.75,1293.0,51.37,2.02,10
0.98,61.26,15.74,3541.0,76.34,3.27,10
0.39,34.35,6.17,1388.0,52.42,2.07,10
0.89,56.99,14.22,3199.0,72.54,3.08,10
0.97,60.78,15.56,3502.0,75.91,3.25,10
0.85,55.28,13.61,3062.0,71.02,3.0,10
0.95,59.91,15.26,3433.0,75.14,3.21,10
0.91,58.09,14.61,3287.0,73.52,3.13,10
0.63,45.53,10.14,2282.0,62.36,2.57,10
0.88,56.69,14.11,3175.0,72.28,3.06,10
0.71,48.73,11.28,2538.0,65.2,2.71,10
0.58,42.93,9.22,2074.0,60.04,2.45,10
0.99,61.39,15.78,3551.0,76.46,3.27,10
0.92,58.41,14.72,3313.0,73.81,3.14,10
0.46,37.7,7.36,1656.0,55.4,2.22,10
0.46,37.8,7.4,1664.0,55.49,2.22,10
0.92,58.34,14.7,3307.0,73.74,3.14,10
0.9,57.7,14.47,3256.0,73.18,3.11,10
0.95,59.65,15.16,3412.0,74.91,3.2,10
0.84,54.95,13.49,3036.0,70.73,2.99,10
0.58,43.0,9.24,2080.0,60.11,2.46,10
0.39,34.54,6.24,1403.0,52.59,2.08,10
0.77,51.8,12.37,2784.0,67.93,2.85,10
0.41,35.34,6.52,1467.0,53.3,2.12,10
0.9,57.55,14.42,3244.0,73.04,3.1,10
0.68,47.44,10.82,2435.0,64.06,2.65,10
0.87,55.95,13.85,3116.0,71.62,3.03,10
0.44,36.59,6.96,1567.0,54.41,2.17,10
0.76,51.4,12.23,2752.0,67.58,2.83,10
0.83,54.44,13.31,2995.0,70.28,2.96,10
0.61,44.55,9.8,2204.0,61.49,2.52,10
0.44,36.7,7.0,1576.0,54.51,2.18,10
0.71,49.08,11.4,2566.0,65.51,2.73,10
0.74,50.25,11.82,2660.0,66.56,2.78,10
0.74,50.26,11.83,2661.0,66.57,2.78,10
0.68,47.68,10.91,2454.0,64.27,2.66,10
0.49,39.05,7.84,1764.0,56.6,2.28,10
0.36,33.4,5.83,1312.0,51.58,2.03,10
0.56,42.06,8.91,2005.0,59.28,2.41,10
0.71,49.13,11.42,2570.0,65.56,2.73,10
0.71,49.16,11.44,2573.0,65.59,2.73,10
0.7,48.29,11.12,2503.0,64.81,2.69,10
0.48,38.45,7.63,1716.0,56.07,2.25,10
0.33,32.06,5.36,1205.0,50.39,1.97,10
0.97,60.49,15.46,3479.0,75.66,3.23,10
0.71,48.98,11.37,2558.0,65.42,2.72,10
0.72,49.49,11.55,2599.0,65.88,2.74,10
0.43,36.34,6.88,1547.0,54.19,2.16,10
0.76,51.4,12.23,2752.0,67.58,2.83,10
0.73,49.66,11.61,2613.0,66.03,2.75,10
0.38,33.95,6.03,1356.0,52.07,2.05,10
0.45,37.06,7.13,1605.0,54.83,2.19,10
0.63,45.26,10.05,2261.0,62.12,2.56,10
0.63,45.31,10.07,2265.0,62.17,2.56,10
0.36,33.28,5.79,1302.0,51.47,2.02,10
0.73,49.98,11.72,2638.0,66.31,2.77,10
0.72,49.21,11.45,2577.0,65.63,2.73,10
0.37,33.71,5.94,1337.0,51.86,2.04,10
0.79,52.56,12.64,2845.0,68.61,2.88,10
0.91,58.03,14.59,3282.0,73.47,3.12,10
0.44,36.81,7.04,1585.0,54.61,2.18,10
0.5,39.63,8.04,1810.0,57.11,2.31,10
0.51,39.78,8.1,1822.0,57.24,2.31,10
0.7,48.29,11.12,2503.0,64.81,2.69,10
0.54,41.48,8.7,1958.0,58.76,2.39,10
0.85,55.33,13.63,3066.0,71.07,3.0,10
0.91,58.1,14.61,3288.0,73.53,3.13,10
0.7,48.43,11.17,2514.0,64.93,2.7,10
0.65,46.44,10.47,2355.0,63.17,2.61,10
0.69,48.14,11.07,2491.0,64.68,2.68,10
0.45,37.25,7.2,1620.0,55.0,2.2,10
0.38,33.96,6.03,1357.0,52.08,2.05,10
0.43,36.16,6.81,1533.0,54.03,2.15,10
0.52,40.26,8.27,1861.0,57.68,2.33,10
0.86,55.83,13.8,3106.0,71.51,3.03,10
0.85,55.3,13.62,3064.0,71.04,3.0,10
0.56,42.14,8.94,2011.0,59.34,2.42,10
0.64,45.65,10.19,2292.0,62.47,2.57,10
0.98,61.26,15.74,3541.0,76.34,3.27,10
0.52,40.34,8.3,1867.0,57.74,2.34,10
0.91,57.89,14.54,3271.0,73.34,3.12,10
0.9,57.53,14.41,3242.0,73.02,3.1,10
0.65,46.45,10.47,2356.0,63.18,2.61,10
0.68,47.55,10.86,2444.0,64.16,2.66,10
0.57,42.56,9.09,2045.0,59.72,2.44,10
0.8,53.11,12.84,2889.0,69.1,2.91,10
0.89,57.11,14.26,3209.0,72.66,3.08,10
0.39,34.65,6.28,1412.0,52.69,2.08,10
4.73,54.3,55.0,2704.0,71.04,4.7,50
5.65,60.83,65.0,3226.0,76.84,4.99,50
2.45,37.99,28.0,1399.0,56.54,3.98,50
5.86,62.33,68.0,3346.0,78.18,5.06,50
4.43,52.15,51.0,2532.0,69.13,4.61,50
4.01,49.14,46.0,2291.0,66.46,4.47,50
3.52,45.65,41.0,2012.0,63.36,4.32,50
3.01,41.98,35.0,1718.0,60.09,4.15,50
4.85,55.11,56.0,2769.0,71.77,4.74,50
5.3,58.38,61.0,3030.0,74.67,4.88,50
5.93,62.86,69.0,3389.0,78.66,5.08,50
6.18,64.65,72.0,3532.0,80.24,5.16,50
3.71,47.03,43.0,2122.0,64.58,4.38,50
3.3,44.09,38.0,1887.0,61.97,4.25,50
2.8,40.5,32.0,1600.0,58.78,4.09,50
5.05,56.59,59.0,2887.0,73.08,4.8,50
4.14,50.04,48.0,2363.0,67.26,4.51,50
5.22,57.81,61.0,2985.0,74.17,4.86,50
5.23,57.89,61.0,2991.0,74.23,4.86,50
5.71,61.3,66.0,3264.0,77.27,5.01,50
3.34,44.35,39.0,1908.0,62.2,4.26,50
4.89,55.41,57.0,2793.0,72.03,4.75,50
3.9,48.36,45.0,2229.0,65.77,4.44,50
4.63,53.55,54.0,2644.0,70.38,4.67,50
5.7,61.19,66.0,3255.0,77.17,5.01,50
5.26,58.06,61.0,3005.0,74.39,4.87,50
6.05,63.69,70.0,3455.0,79.39,5.12,50
3.66,46.61,42.0,2089.0,64.21,4.36,50
2.85,40.88,33.0,1630.0,59.11,4.11,50
4.57,53.15,53.0,2612.0,70.02,4.65,50
2.72,39.93,32.0,1554.0,58.27,4.06,50
3.72,47.08,43.0,2126.0,64.62,4.38,50
3.5,45.48,41.0,1998.0,63.2,4.31,50
4.0,49.06,46.0,2285.0,66.39,4.47,50
3.18,43.2,37.0,1816.0,61.18,4.21,50
4.38,51.8,51.0,2504.0,68.82,4.59,50
3.68,46.75,43.0,2100.0,64.33,4.37,50
4.85,55.18,56.0,2774.0,71.82,4.74,50
4.9,55.49,57.0,2799.0,72.1,4.76,50
4.0,49.06,46.0,2285.0,66.39,4.47,50
4.19,50.46,49.0,2397.0,67.63,4.53,50
3.65,46.54,42.0,2083.0,64.14,4.36,50
6.22,64.96,72.0,3557.0,80.52,5.18,50
5.36,58.75,62.0,3060.0,75.0,4.9,50
4.04,49.38,47.0,2310.0,66.67,4.48,50
6.19,64.74,72.0,3539.0,80.32,5.17,50
5.27,58.13,61.0,3010.0,74.44,4.87,50
5.03,56.46,58.0,2877.0,72.97,4.8,50
5.38,58.91,62.0,3073.0,75.14,4.91,50
5.22,57.78,60.0,2982.0,74.13,4.86,50
2.16,35.93,25.0,1234.0,54.71,3.89,50
5.69,61.13,66.0,3250.0,77.11,5.01,50
5.68,61.04,66.0,3243.0,77.03,5.0,50
5.9,62.61,68.0,3369.0,78.43,5.07,50
3.1,42.65,36.0,1772.0,60.69,4.18,50
6.09,63.98,71.0,3478.0,79.64,5.13,50
3.49,45.45,40.0,1996.0,63.18,4.31,50
4.16,50.24,48.0,2379.0,67.43,4.52,50
4.77,54.56,55.0,2725.0,71.28,4.71,50
5.02,56.35,58.0,2868.0,72.87,4.79,50
2.45,38.0,28.0,1400.0,56.56,3.98,50
2.88,41.04,33.0,1643.0,59.26,4.11,50
2.4,37.65,28.0,1372.0,56.24,3.96,50
5.67,60.99,66.0,3239.0,76.99,5.0,50
4.94,55.81,57.0,2825.0,72.39,4.77,50
4.8,54.8,56.0,2744.0,71.49,4.72,50
3.51,45.6,41.0,2008.0,63.31,4.32,50
5.11,56.98,59.0,2918.0,73.42,4.82,50
3.11,42.69,36.0,1775.0,60.72,4.19,50
5.58,60.36,65.0,3189.0,76.43,4.97,50
4.87,55.29,56.0,2783.0,71.92,4.75,50
6.02,63.53,70.0,3442.0,79.24,5.11,50
6.1,64.05,71.0,3484.0,79.71,5.14,50
5.87,62.45,68.0,3356.0,78.29,5.06,50
4.56,53.05,53.0,2604.0,69.93,4.65,50
2.25,36.6,26.0,1288.0,55.31,3.92,50
3.74,47.19,43.0,2135.0,64.72,4.39,50
5.45,59.43,63.0,3114.0,75.6,4.93,50
3.09,42.58,36.0,1766.0,60.62,4.18,50
4.65,53.71,54.0,2657.0,70.52,4.68,50
2.46,38.04,28.0,1403.0,56.59,3.98,50
4.53,52.86,52.0,2589.0,69.77,4.64,50
2.91,41.25,34.0,1660.0,59.44,4.12,50
6.01,63.4,70.0,3432.0,79.13,5.11,50
5.03,56.41,58.0,2873.0,72.92,4.8,50
5.93,62.89,69.0,3391.0,78.68,5.08,50
3.34,44.35,39.0,1908.0,62.2,4.26,50
4.78,54.65,55.0,2732.0,71.36,4.72,50
2.54,38.66,29.0,1453.0,57.14,4.01,50
3.1,42.63,36.0,1770.0,60.67,4.18,50
3.09,42.6,36.0,1768.0,60.64,4.18,50
3.1,42.68,36.0,1774.0,60.71,4.19,50
2.49,38.3,29.0,1424.0,56.82,3.99,50
3.35,44.4,39.0,1912.0,62.24,4.26,50
3.49,45.43,40.0,1994.0,63.16,4.31,50
2.5,38.38,29.0,1430.0,56.89,3.99,50
5.87,62.44,68.0,3355.0,78.28,5.06,50
3.67,46.74,43.0,2099.0,64.32,4.37,50
2.89,41.11,33.0,1649.0,59.32,4.12,50
4.21,50.58,49.0,2406.0,67.73,4.54,50
5.05,56.56,59.0,2885.0,73.06,4.8,50
3.49,45.46,40.0,1997.0,63.19,4.31,50
5.22,57.76,60.0,2981.0,74.12,4.86,50
5.34,58.61,62.0,3049.0,74.88,4.89,50
5.66,60.96,66.0,3237.0,76.97,5.0,50
5.58,60.38,65.0,3190.0,76.44,4.97,50
3.45,45.16,40.0,1973.0,62.92,4.3,50
5.73,61.44,66.0,3275.0,77.39,5.02,50
4.43,52.13,51.0,2530.0,69.11,4.61,50
3.19,43.26,37.0,1821.0,61.23,4.21,50
3.62,46.34,42.0,2067.0,63.97,4.35,50
2.58,38.95,30.0,1476.0,57.4,4.02,50
5.82,62.1,67.0,3328.0,77.98,5.05,50
5.15,57.31,60.0,2945.0,73.72,4.84,50
2.36,37.34,27.0,1347.0,55.97,3.95,50
5.75,61.55,67.0,3284.0,77.49,5.02,50
5.82,62.08,67.0,3326.0,77.96,5.05,50
3.8,47.66,44.0,2173.0,65.14,4.41,50
2.19,36.16,25.0,1253.0,54.92,3.9,50
4.38,51.79,51.0,2503.0,68.81,4.59,50
2.36,37.35,27.0,1348.0,55.98,3.95,50
5.18,57.53,60.0,2962.0,73.91,4.85,50
2.43,37.85,28.0,1388.0,56.42,3.97,50
3.46,45.21,40.0,1977.0,62.97,4.3,50
4.2,50.49,49.0,2399.0,67.66,4.53,50
2.11,35.55,24.0,1204.0,54.38,3.87,50
4.87,55.31,56.0,2785.0,71.94,4.75,50
4.07,49.54,47.0,2323.0,66.81,4.49,50
3.58,46.06,41.0,2045.0,63.72,4.34,50
2.95,41.6,34.0,1688.0,59.76,4.14,50
4.17,50.28,48.0,2382.0,67.47,4.52,50
4.31,51.3,50.0,2464.0,68.38,4.57,50
3.81,47.69,44.0,2175.0,65.17,4.41,50
4.45,52.26,52.0,2541.0,69.23,4.61,50
3.09,42.58,36.0,1766.0,60.62,4.18,50
5.48,59.65,64.0,3132.0,75.8,4.94,50
3.3,44.09,38.0,1887.0,61.97,4.25,50
4.44,52.2,51.0,2536.0,69.18,4.61,50
4.21,50.59,49.0,2407.0,67.74,4.54,50
2.24,36.51,26.0,1281.0,55.23,3.91,50
5.32,58.49,62.0,3039.0,74.77,4.89,50
5.67,60.98,66.0,3238.0,76.98,5.0,50
3.76,47.38,44.0,2150.0,64.89,4.39,50
4.46,52.36,52.0,2549.0,69.32,4.62,50
2.42,37.81,28.0,1385.0,56.39,3.97,50
3.11,42.74,36.0,1779.0,60.77,4.19,50
2.43,37.86,28.0,1389.0,56.43,3.97,50
5.88,62.48,68.0,3358.0,78.31,5.07,50
5.33,58.58,62.0,3046.0,74.84,4.89,50
4.0,49.09,46.0,2287.0,66.41,4.47,50
5.58,60.39,65.0,3191.0,76.46,4.97,50
5.41,59.18,63.0,3094.0,75.38,4.92,50
5.29,58.29,61.0,3023.0,74.59,4.88,50
5.99,63.25,69.0,3420.0,79.0,5.1,50
5.75,61.58,67.0,3286.0,77.51,5.03,50
3.26,43.75,38.0,1860.0,61.67,4.23,50
5.14,57.24,60.0,2939.0,73.66,4.83,50
4.96,55.95,58.0,2836.0,72.51,4.78,50
3.8,47.64,44.0,2171.0,65.12,4.41,50
4.45,52.3,52.0,2544.0,69.27,4.61,50
4.62,53.53,54.0,2642.0,70.36,4.67,50
6.15,64.4,71.0,3512.0,80.02,5.15,50
5.2,57.64,60.0,2971.0,74.01,4.85,50
5.7,61.19,66.0,3255.0,77.17,5.01,50
5.5,59.81,64.0,3145.0,75.94,4.95,50
3.36,44.51,39.0,1921.0,62.34,4.27,50
4.34,51.51,50.0,2481.0,68.57,4.58,50
2.24,36.49,26.0,1279.0,55.21,3.91,50
2.42,37.79,28.0,1383.0,56.37,3.97,50
3.93,48.6,46.0,2248.0,65.98,4.45,50
5.06,56.64,59.0,2891.0,73.12,4.81,50
3.37,44.6,39.0,1928.0,62.42,4.27,50
2.29,36.83,26.0,1306.0,55.51,3.93,50
6.03,63.56,70.0,3445.0,79.28,5.11,50
5.86,62.39,68.0,3351.0,78.23,5.06,50
5.79,61.88,67.0,3310.0,77.78,5.04,50
3.3,44.09,38.0,1887.0,61.97,4.25,50
2.89,41.13,33.0,1650.0,59.33,4.12,50
5.58,60.38,65.0,3190.0,76.44,4.97,50
3.88,48.19,45.0,2215.0,65.61,4.43,50
5.86,62.38,68.0,3350.0,78.22,5.06,50
2.27,36.69,26.0,1295.0,55.39,3.92,50
4.98,56.06,58.0,2845.0,72.61,4.78,50
4.05,49.4,47.0,2312.0,66.69,4.48,50
4.27,51.0,49.0,2440.0,68.11,4.56,50
2.42,37.78,28.0,1382.0,56.36,3.97,50
3.43,44.98,40.0,1958.0,62.76,4.29,50
3.57,46.03,41.0,2042.0,63.69,4.33,50
5.91,62.7,68.0,3376.0,78.51,5.08,50
3.58,46.08,41.0,2046.0,63.73,4.34,50
3.37,44.59,39.0,1927.0,62.41,4.27,50
2.76,40.2,32.0,1576.0,58.51,4.08,50
3.84,47.96,45.0,2197.0,65.41,4.42,50
3.74,47.24,43.0,2139.0,64.77,4.39,50
5.33,58.54,62.0,3043.0,74.81,4.89,50
4.1,49.79,48.0,2343.0,67.03,4.5,50
3.61,46.3,42.0,2064.0,63.93,4.35,50
3.21,43.46,37.0,1837.0,61.41,4.22,50
4.21,50.56,49.0,2405.0,67.72,4.54,50
3.09,42.6,36.0,1768.0,60.64,4.18,50
5.55,60.18,64.0,3174.0,76.27,4.96,50
6.2,64.78,72.0,3542.0,80.36,5.17,50
3.09,42.6,36.0,1768.0,60.64,4.18,50
5.22,57.8,61.0,2984.0,74.16,4.86,50
2.4,37.61,28.0,1369.0,56.21,3.96,50
4.97,55.99,58.0,2839.0,72.54,4.78,50
2.18,36.08,25.0,1246.0,54.84,3.89,50
4.49,52.54,52.0,2563.0,69.48,4.62,50
2.45,38.0,28.0,1400.0,56.56,3.98,50
4.6,53.38,53.0,2630.0,70.22,4.66,50
5.89,62.56,68.0,3365.0,78.39,5.07,50
3.66,46.68,42.0,2094.0,64.27,4.36,50
6.07,63.85,70.0,3468.0,79.53,5.13,50
2.54,38.64,29.0,1451.0,57.12,4.01,50
5.64,60.76,65.0,3221.0,76.79,4.99,50
4.73,54.25,55.0,2700.0,71.0,4.7,50
4.31,51.3,50.0,2464.0,68.38,4.57,50
4.91,55.6,57.0,2808.0,72.2,4.76,50
4.11,49.85,48.0,2348.0,67.09,4.5,50
6.2,64.79,72.0,3543.0,80.37,5.17,50
2.97,41.73,34.0,1698.0,59.87,4.14,50
2.14,35.8,25.0,1224.0,54.6,3.88,50
4.87,55.3,56.0,2784.0,71.93,4.75,50
6.07,63.83,70.0,3466.0,79.51,5.13,50
2.57,38.86,30.0,1469.0,57.32,4.02,50
4.87,55.31,56.0,2785.0,71.94,4.75,50
4.88,55.34,57.0,2787.0,71.97,4.75,50
3.71,46.99,43.0,2119.0,64.54,4.38,50
5.96,63.06,69.0,3405.0,78.83,5.09,50
2.47,38.11,29.0,1409.0,56.66,3.98,50
4.83,55.0,56.0,2760.0,71.67,4.73,50
3.64,46.49,42.0,2079.0,64.1,4.36,50
4.03,49.26,47.0,2301.0,66.57,4.48,50
4.39,51.89,51.0,2511.0,68.9,4.6,50
5.34,58.64,62.0,3051.0,74.9,4.9,50
5.56,60.24,64.0,3179.0,76.32,4.97,50
6.06,63.81,70.0,3465.0,79.5,5.13,50
5.12,57.08,59.0,2926.0,73.51,4.83,50
4.58,53.2,53.0,2616.0,70.07,4.65,50
6.05,63.71,70.0,3457.0,79.41,5.12,50
2.83,40.69,33.0,1615.0,58.94,4.1,50
6.19,64.71,72.0,3537.0,80.3,5.17,50
2.43,37.89,28.0,1391.0,56.46,3.97,50
5.26,58.1,61.0,3008.0,74.42,4.87,50
3.38,44.65,39.0,1932.0,62.47,4.27,50
4.35,51.55,50.0,2484.0,68.6,4.58,50
4.25,50.84,49.0,2427.0,67.97,4.55,50
4.27,51.01,49.0,2441.0,68.12,4.56,50
2.23,36.41,26.0,1273.0,55.14,3.91,50
5.16,57.39,60.0,2951.0,73.79,4.84,50
3.78,47.53,44.0,2162.0,65.02,4.4,50
6.18,64.63,72.0,3530.0,80.22,5.16,50
5.24,57.9,61.0,2992.0,74.24,4.86,50
2.5,38.34,29.0,1427.0,56.86,3.99,50
2.28,36.76,26.0,1301.0,55.46,3.92,50
2.28,36.8,26.0,1304.0,55.49,3.92,50
5.82,62.09,67.0,3327.0,77.97,5.05,50
2.31,37.03,27.0,1322.0,55.69,3.93,50
2.86,40.96,33.0,1637.0,59.19,4.11,50
6.16,64.49,71.0,3519.0,80.1,5.16,50
4.03,49.3,47.0,2304.0,66.6,4.48,50
4.47,52.44,52.0,2555.0,69.39,4.62,50
5.08,56.79,59.0,2903.0,73.26,4.81,50
5.43,59.28,63.0,3102.0,75.47,4.92,50
2.24,36.51,26.0,1281.0,55.23,3.91,50
5.55,60.14,64.0,3171.0,76.23,4.96,50
5.99,63.3,69.0,3424.0,79.04,5.1,50
4.6,53.39,53.0,2631.0,70.23,4.66,50
5.18,57.5,60.0,2960.0,73.89,4.84,50
5.96,63.05,69.0,3404.0,78.82,5.09,50
3.32,44.19,38.0,1895.0,62.06,4.25,50
3.89,48.26,45.0,2221.0,65.68,4.43,50
2.63,39.3,30.0,1504.0,57.71,4.04,50
5.59,60.46,65.0,3197.0,76.52,4.98,50
5.76,61.68,67.0,3294.0,77.6,5.03,50
3.49,45.43,40.0,1994.0,63.16,4.31,50
3.2,43.36,37.0,1829.0,61.32,4.22,50
2.92,41.35,34.0,1668.0,59.53,4.13,50
5.25,57.99,61.0,2999.0,74.32,4.87,50
5.7,61.23,66.0,3258.0,77.2,5.01,50
4.46,52.35,52.0,2548.0,69.31,4.62,50
4.48,52.49,52.0,2559.0,69.43,4.62,50
2.2,36.21,25.0,1257.0,54.97,3.9,50
2.12,35.65,25.0,1212.0,54.47,3.87,50
5.37,58.85,62.0,3068.0,75.09,4.9,50
4.12,49.9,48.0,2352.0,67.13,4.51,50
3.13,42.88,36.0,1790.0,60.89,4.19,50
4.72,54.24,55.0,2699.0,70.99,4.7,50
5.49,59.74,64.0,3139.0,75.88,4.94,50
2.77,40.29,32.0,1583.0,58.59,4.08,50
3.97,48.88,46.0,2270.0,66.22,4.46,50
3.68,46.75,43.0,2100.0,64.33,4.37,50
2.38,37.51,28.0,1361.0,56.12,3.96,50
3.18,43.24,37.0,1819.0,61.21,4.21,50
3.49,45.4,40.0,1992.0,63.13,4.31,50
6.15,64.45,71.0,3516.0,80.07,5.15,50
3.5,45.48,41.0,1998.0,63.2,4.31,50
3.48,45.36,40.0,1989.0,63.1,4.31,50
5.0,56.2,58.0,2856.0,72.73,4.79,50
5.01,56.26,58.0,2861.0,72.79,4.79,50
2.5,38.36,29.0,1429.0,56.88,3.99,50
4.77,54.56,55.0,2725.0,71.28,4.71,50
5.51,59.86,64.0,3149.0,75.99,4.95,50
3.11,42.7,36.0,1776.0,60.73,4.19,50
5.46,59.51,63.0,3121.0,75.68,4.93,50
3.14,42.95,36.0,1796.0,60.96,4.2,50
1.2,35.93,15.57,1274.0,54.16,2.71,30
1.26,36.73,16.35,1338.0,54.87,2.74,30
2.48,52.85,32.12,2628.0,69.2,3.46,30
1.69,42.34,21.84,1787.0,59.86,2.99,30
1.95,45.81,25.24,2065.0,62.94,3.15,30
1.84,44.35,23.81,1948.0,61.64,3.08,30
1.77,43.38,22.86,1870.0,60.78,3.04,30
1.34,37.75,17.36,1420.0,55.78,2.79,30
1.97,46.05,25.47,2084.0,63.16,3.16,30
1.86,44.64,24.09,1971.0,61.9,3.1,30
1.78,43.58,23.05,1886.0,60.96,3.05,30
1.99,46.34,25.75,2107.0,63.41,3.17,30
1.32,37.46,17.07,1397.0,55.52,2.78,30
1.63,41.54,21.06,1723.0,59.14,2.96,30
1.58,40.89,20.42,1671.0,58.57,2.93,30
1.75,43.14,22.62,1851.0,60.57,3.03,30
1.71,42.6,22.1,1808.0,60.09,3.0,30
